Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards
Erik Haula,28,CAR,LW,41,12,10,22,1,20,8,4,0,2,6,4,0,78,15.4,127,650:08,15:51,333,285,53.9,11,18,15,26,
Erik Haula,28,FLA,LW,7,0,2,2,0,2,0,0,0,0,2,0,0,14,0.0,27,109:44,15:41,48,38,55.8,4,9,6,3,
Alex Galchenyuk,25,2TM,C,59,8,16,24,-5,16,6,2,0,0,11,5,0,86,9.3,141,725:45,12:18,67,64,51.1,17,52,5,20,
Alex Galchenyuk,25,PIT,C,45,5,12,17,-7,10,3,2,0,0,8,4,0,65,7.7,102,516:41,11:29,7,5,58.3,9,32,4,12,
Alex Galchenyuk,25,MIN,C,14,3,4,7,2,6,3,0,0,0,3,1,0,21,14.3,39,209:04,14:56,60,59,50.4,8,20,1,8,
Filip Chytil,20,NYR,C,60,14,9,23,-7,10,13,1,0,2,7,2,0,114,12.3,175,890:27,14:50,198,317,38.4,31,13,33,33,
Kirby Dach,19,CHI,C,64,8,15,23,-1,24,8,0,0,2,12,3,0,101,7.9,162,913:00,14:16,75,147,33.8,23,33,38,16,
Ryan Donato,23,MIN,C,62,14,9,23,5,12,14,0,0,1,7,2,0,95,14.7,185,659:22,10:38,40,62,39.2,14,53,21,13,
Vince Dunn,23,STL,D,71,9,14,23,15,27,5,4,0,1,8,6,0,138,6.5,268,1155:10,16:16,0,0,,47,50,13,31,
Tyson Jost,21,COL,C,67,8,15,23,11,22,7,1,0,0,11,4,0,115,7.0,189,855:24,12:46,85,170,33.3,18,58,17,12,
Kaapo Kakko,18,NYR,RW,66,10,13,23,-26,14,8,2,0,3,2,11,0,109,9.2,196,942:24,14:17,2,4,33.3,11,20,35,21,
Sean Kuraly,27,BOS,C,69,6,17,23,-2,34,6,0,0,0,15,1,1,95,6.3,166,917:02,13:17,254,267,48.8,31,145,28,27,
Esa Lindell,25,DAL,D,69,3,20,23,5,12,2,1,0,2,11,6,3,98,3.1,201,1615:13,23:25,0,0,,127,89,31,62,"ASnhl-20,Byng-32,Norris-11"
Hampus Lindholm,26,ANA,D,56,2,21,23,-10,34,1,1,0,1,11,7,2,109,1.8,237,1268:43,22:39,0,0,,71,34,20,53,
Blake Lizotte,22,LAK,C,65,6,17,23,-4,20,2,2,2,0,15,1,1,87,6.9,158,907:24,13:58,312,310,50.2,22,42,22,21,
Pat Maroon,31,TBL,LW,64,9,14,23,4,71,8,1,0,1,12,2,0,80,11.3,124,794:29,12:25,6,3,66.7,13,104,14,17,
Ilya Mikheyev,25,TOR,F,39,8,15,23,7,4,7,0,1,1,15,0,0,98,8.2,173,607:28,15:35,3,1,75.0,13,26,24,14,
Jake Muzzin,30,TOR,D,53,6,17,23,12,40,6,0,0,1,16,0,1,99,6.1,191,1144:32,21:36,0,0,,110,109,24,63,
Jeff Skinner,27,BUF,LW,59,14,9,23,-22,18,14,0,0,1,6,3,0,183,7.7,291,972:34,16:29,32,54,37.2,11,29,28,24,
Oskar Sundqvist,25,STL,C,57,12,11,23,5,28,11,0,1,1,10,0,1,97,12.4,167,819:41,14:23,105,132,44.3,26,60,36,11,
Sami Vatanen,28,NJD,D,47,5,18,23,-12,22,4,1,0,0,8,9,1,95,5.3,200,1022:16,21:45,0,0,,80,50,14,24,
Colin White,23,OTT,C,61,7,16,23,-12,39,6,1,0,0,13,3,0,83,8.4,151,958:07,15:42,275,305,47.4,30,47,23,29,
Miles Wood,24,NJD,LW,68,11,12,23,-19,57,11,0,0,1,12,0,0,141,7.8,221,899:52,13:14,0,1,0.0,26,102,15,22,
Conor Sheary,27,2TM,LW,63,10,13,23,-5,10,9,1,0,1,11,2,0,102,9.8,167,825:49,13:06,1,3,25.0,26,28,19,18,
Conor Sheary,27,BUF,LW,55,9,10,19,-4,8,8,1,0,1,8,2,0,88,10.2,143,710:15,12:55,1,3,25.0,24,25,16,16,
Conor Sheary,27,PIT,LW,8,1,3,4,-1,2,1,0,0,0,3,0,0,14,7.1,24,115:34,14:27,0,0,,2,3,3,2,
Sonny Milano,23,2TM,LW,55,7,16,23,-7,26,6,1,0,2,14,2,0,75,9.3,108,720:20,13:06,0,0,,13,26,22,30,
Sonny Milano,23,CBJ,LW,46,5,13,18,-5,22,5,0,0,1,12,1,0,64,7.8,87,580:54,12:38,0,0,,9,25,18,25,
Sonny Milano,23,ANA,LW,9,2,3,5,-2,4,1,1,0,1,2,1,0,11,18.2,21,139:26,15:30,0,0,,4,1,4,5,
Rasmus Andersson,23,CGY,D,70,5,17,22,-7,57,5,0,0,0,13,4,0,124,4.0,218,1395:30,19:56,0,0,,83,51,19,39,
Pierre-Édouard Bellemare,34,COL,LW,69,9,13,22,2,17,7,0,2,0,11,0,2,85,10.6,138,925:59,13:25,419,371,53.0,46,43,53,17,
Teddy Blueger,25,PIT,C,69,9,13,22,2,25,9,0,0,2,11,0,2,102,8.8,157,1091:00,15:49,402,489,45.1,35,83,29,22,Selke-26
Noah Hanifin,23,CGY,D,70,5,17,22,-12,12,4,1,0,0,13,4,0,132,3.8,269,1482:00,21:10,0,0,,89,82,38,63,
Vinnie Hinostroza,25,ARI,C,68,5,17,22,1,14,5,0,0,0,15,1,1,132,3.8,209,891:14,13:06,26,35,42.6,26,51,30,20,
Richard Pánik,28,WSH,RW,59,9,13,22,16,36,9,0,0,1,13,0,0,67,13.4,124,668:52,11:20,11,8,57.9,19,75,21,29,
Marcus Pettersson,23,PIT,D,69,2,20,22,9,35,2,0,0,0,18,2,0,79,2.5,193,1338:40,19:24,0,0,,84,106,17,38,
Dominik Simon,25,PIT,C,64,7,15,22,-9,12,7,0,0,0,14,1,0,102,6.9,180,922:04,14:24,15,27,35.7,20,57,41,31,
Sam Steel,21,ANA,C,65,6,16,22,-13,20,5,1,0,1,9,7,0,85,7.1,168,1010:42,15:33,369,365,50.3,25,24,25,37,
Alexander Wennberg,25,CBJ,C,57,5,17,22,-5,16,4,1,0,1,13,4,0,72,6.9,111,950:55,16:41,309,364,45.9,31,21,20,25,
Patrick Marleau,40,2TM,C,66,11,11,22,-5,14,10,1,0,3,11,0,0,117,9.4,192,1028:06,15:35,36,40,47.4,24,57,29,15,Byng-26
Patrick Marleau,40,SJS,C,58,10,10,20,-5,12,9,1,0,3,10,0,0,101,9.9,159,904:47,15:36,29,27,51.8,22,48,26,13,
Patrick Marleau,40,PIT,C,8,1,1,2,0,2,1,0,0,0,1,0,0,16,6.3,33,123:19,15:25,7,13,35.0,2,9,3,2,
Josh Archibald,27,EDM,RW,62,12,9,21,-8,12,10,0,2,3,8,0,1,64,18.8,119,820:21,13:14,0,2,0.0,44,165,24,11,
Ethan Bear,22,EDM,D,71,5,16,21,-4,33,4,1,0,1,15,1,0,99,5.1,181,1559:42,21:58,0,0,,106,59,44,84,Calder-10
Will Butcher,25,NJD,D,56,4,17,21,-8,6,4,0,0,1,16,1,0,62,6.5,148,1003:22,17:55,0,0,,75,31,10,27,Byng-38
Ben Chiarot,28,MTL,D,69,9,12,21,5,61,9,0,0,3,12,0,0,130,6.9,294,1596:13,23:08,0,0,,128,152,18,86,
Jason Dickinson,24,DAL,C,65,9,12,21,7,6,9,0,0,1,11,0,1,85,10.6,143,973:23,14:59,196,251,43.8,55,89,47,29,Byng-42
Joel Farabee,19,PHI,LW,52,8,13,21,6,39,7,1,0,1,12,1,0,81,9.9,142,733:29,14:06,3,7,30.0,18,31,20,26,
Valtteri Filppula,35,DET,C,70,6,15,21,-42,24,4,1,1,0,11,4,0,63,9.5,104,1162:52,16:37,324,398,44.9,31,28,17,43,
Matt Grzelcyk,26,BOS,D,68,4,17,21,15,34,3,1,0,1,10,6,1,112,3.6,209,1227:59,18:04,0,0,,67,56,22,39,
Jack Hughes,18,NJD,C,61,7,14,21,-26,10,3,4,0,2,9,5,0,123,5.7,208,967:47,15:52,167,295,36.1,21,12,42,53,
Mattias Janmark,27,DAL,C,62,6,15,21,-5,12,4,1,1,0,10,4,1,86,7.0,151,906:26,14:37,30,39,43.5,37,22,27,31,
Andreas Johnsson,25,TOR,LW,43,8,13,21,0,14,4,4,0,1,12,1,0,78,10.3,127,677:27,15:45,0,2,0.0,21,43,13,20,
Mikko Koivu,36,MIN,C,55,4,17,21,2,28,3,1,0,0,10,6,1,74,5.4,114,856:21,15:34,431,380,53.1,33,25,29,13,
Nick Leddy,28,NYI,D,60,3,18,21,-1,14,2,1,0,0,15,3,0,72,4.2,180,1266:44,21:07,0,0,,72,62,17,52,
Tyler Myers,29,VAN,D,68,6,15,21,-7,49,4,1,1,1,9,6,0,134,4.5,263,1462:31,21:30,0,0,,108,99,42,41,
Matthew Nieto,27,COL,LW,70,8,13,21,7,6,6,0,2,3,13,0,0,85,9.4,141,945:14,13:30,2,3,40.0,23,37,19,17,
Corey Perry,34,DAL,RW,57,5,16,21,-2,70,4,1,0,0,10,6,0,77,6.5,159,782:16,13:43,4,6,40.0,33,60,17,26,
Nick Ritchie,24,2TM,LW,48,9,12,21,1,97,7,2,0,2,11,1,0,78,11.5,138,679:43,14:10,1,7,12.5,17,102,11,20,
Nick Ritchie,24,ANA,LW,41,8,11,19,3,78,6,2,0,2,10,1,0,70,11.4,122,590:03,14:23,1,7,12.5,13,79,11,16,
Nick Ritchie,24,BOS,LW,7,1,1,2,-2,19,1,0,0,0,1,0,0,8,12.5,16,89:40,12:49,0,0,,4,23,0,4,
Artem Anisimov,31,OTT,C,49,15,5,20,-15,8,10,5,0,1,4,1,0,87,17.2,177,678:35,13:51,185,185,50.0,25,6,19,16,
Emil Bemström,20,CBJ,C,56,10,10,20,-10,8,5,5,0,4,7,3,0,97,10.3,149,687:03,12:16,4,9,30.8,17,52,10,16,
Joel Edmundson,26,CAR,D,68,7,13,20,7,72,7,0,0,0,13,0,0,97,7.2,179,1254:33,18:27,0,0,,91,118,23,45,
Radek Faksa,26,DAL,C,66,11,9,20,-6,42,8,3,0,3,9,0,0,109,10.1,197,1048:49,15:53,404,407,49.8,44,84,34,27,
Ryan Hartman,25,MIN,RW,69,9,11,20,4,69,8,1,0,1,11,0,0,114,7.9,189,845:38,12:15,83,69,54.6,54,44,34,14,
Milan Lucic,31,CGY,LW,68,8,12,20,-6,54,3,5,0,1,9,3,0,83,9.6,144,906:37,13:20,20,26,43.5,20,198,19,42,
Mike Matheson,25,FLA,D,59,8,12,20,-1,14,7,1,0,1,11,1,0,104,7.7,216,1064:06,18:02,0,0,,53,44,41,54,
Nick Paul,24,OTT,LW,56,9,11,20,0,24,9,0,0,2,10,1,0,103,8.7,184,808:45,14:27,191,182,51.2,39,122,27,19,
Tyler Pitlick,28,PHI,C,63,8,12,20,11,12,8,0,0,1,12,0,0,76,10.5,127,759:07,12:03,5,13,27.8,42,132,28,15,
Michael Raffl,31,PHI,LW,58,8,12,20,-2,14,7,0,1,2,11,1,0,66,12.1,93,717:18,12:22,99,98,50.3,25,73,19,23,
Chris Tanev,30,VAN,D,69,2,18,20,4,41,2,0,0,1,16,1,1,45,4.4,98,1347:40,19:32,0,0,,159,32,20,45,
Jimmy Vesey,26,BUF,LW,64,9,11,20,12,15,8,0,1,2,10,1,0,93,9.7,163,883:25,13:48,0,5,0.0,20,43,26,16,
Anders Bjork,23,BOS,LW,58,9,10,19,5,10,8,1,0,0,10,0,0,66,13.6,134,749:59,12:56,2,4,33.3,21,43,21,14,
Justin Braun,32,PHI,D,62,3,16,19,-2,18,3,0,0,0,15,1,0,70,4.3,147,1070:41,17:16,0,0,,84,91,10,31,
T.J. Brodie,29,CGY,D,64,4,15,19,7,36,4,0,0,1,14,1,0,65,6.2,165,1309:19,20:27,0,0,,87,20,34,52,
Brandon Carlo,23,BOS,D,67,4,15,19,16,33,4,0,0,0,15,0,0,111,3.6,180,1371:59,20:29,0,0,,76,126,31,32,
William Carrier,25,VEG,LW,71,7,12,19,0,39,7,0,0,1,12,0,0,99,7.1,158,700:56,9:52,9,5,64.3,11,213,22,8,
Zemgus Girgensons,26,BUF,C,69,12,7,19,-1,10,11,0,1,1,7,0,0,85,14.1,144,951:46,13:48,30,43,41.1,20,110,13,11,
Brett Howden,21,NYR,C,70,9,10,19,-11,28,8,1,0,2,7,1,2,64,14.1,98,919:59,13:09,251,270,48.2,67,69,25,25,
Brad Hunt,31,MIN,D,59,8,11,19,-7,6,5,3,0,0,4,7,0,106,7.5,183,893:06,15:08,0,0,,39,12,15,14,
Josh Leivo,26,VAN,LW,36,7,12,19,0,4,7,0,0,0,7,5,0,69,10.1,144,540:25,15:01,10,7,58.8,8,17,11,15,
Connor Murphy,26,CHI,D,58,5,14,19,2,27,5,0,0,0,13,0,1,117,4.3,236,1232:32,21:15,0,0,,138,128,17,44,
Kyle Okposo,31,BUF,RW,52,9,10,19,-3,28,8,1,0,2,10,0,0,82,11.0,133,668:04,12:51,38,33,53.5,15,55,15,13,Byng-39
Carter Rowney,30,ANA,RW,71,8,11,19,5,14,6,0,2,1,9,0,2,63,12.7,114,910:19,12:49,47,56,45.6,42,189,24,26,
Anton Strålman,33,FLA,D,69,5,14,19,-6,14,5,0,0,3,13,0,1,89,5.6,168,1453:31,21:04,0,0,,96,68,40,48,
Mark Borowiecki,30,OTT,D,53,7,11,18,1,58,6,0,1,0,11,0,0,63,11.1,117,950:47,17:56,0,0,,120,199,10,30,
Vladislav Gavrikov,24,CBJ,D,69,5,13,18,1,18,5,0,0,1,13,0,0,81,6.2,159,1309:34,18:59,0,0,,92,79,16,33,
Justin Holl,28,TOR,D,68,2,16,18,13,43,2,0,0,0,16,0,0,89,2.2,185,1258:37,18:31,0,0,,83,89,21,59,
Michal Kempný,29,WSH,D,58,3,15,18,19,22,3,0,0,0,15,0,0,73,4.1,170,1080:48,18:38,0,0,,72,42,13,35,
Johan Larsson,27,BUF,LW,62,6,12,18,8,26,6,0,0,0,12,0,0,60,10.0,99,923:44,14:54,322,347,48.1,31,85,24,23,
Brendan Lemieux,23,NYR,LW,59,6,12,18,-14,111,3,2,1,0,8,3,1,86,7.0,169,759:21,12:52,18,31,36.7,52,164,15,30,
Oskar Lindblom,23,PHI,LW,30,11,7,18,4,4,8,3,0,0,6,1,0,72,15.3,124,528:15,17:37,13,19,40.6,16,31,15,13,
Brandon Montour,25,BUF,D,54,5,13,18,13,28,5,0,0,0,11,2,0,86,5.8,153,1052:55,19:30,0,0,,53,60,12,27,
Cédric Paquette,26,TBL,C,61,7,11,18,-1,42,6,0,1,0,10,0,1,78,9.0,136,796:17,13:03,316,305,50.9,49,175,17,9,
Brett Pesce,25,CAR,D,61,4,14,18,7,27,4,0,0,0,12,0,2,104,3.8,222,1334:48,21:53,0,0,,91,22,42,39,ASnhl-24
Mark Pysyk,28,FLA,D,58,9,9,18,4,20,9,0,0,1,9,0,0,64,14.1,104,739:35,12:45,3,3,50.0,38,47,26,15,
Matt Roy,24,LAK,D,70,4,14,18,16,10,4,0,0,0,13,1,0,112,3.6,242,1267:59,18:07,0,0,,100,132,7,43,"Byng-42,Calder-13"
Marcus Sorensen,27,SJS,RW,66,7,11,18,-12,26,6,0,1,0,11,0,0,78,9.0,124,913:44,13:51,3,17,15.0,18,56,28,18,
P.K. Subban,30,NJD,D,68,7,11,18,-21,79,5,2,0,3,7,4,0,151,4.6,292,1504:25,22:07,0,0,,90,88,19,65,
MacKenzie Weegar,26,FLA,D,45,7,11,18,6,33,7,0,0,1,11,0,0,77,9.1,132,905:15,20:07,0,0,,71,76,25,38,
Madison Bowey,24,DET,D,53,3,14,17,-16,34,3,0,0,0,13,1,0,70,4.3,133,949:07,17:54,0,0,,58,53,14,45,
Olli Määttä,25,CHI,D,65,4,13,17,0,20,4,0,0,0,11,0,2,80,5.0,169,1197:18,18:25,0,0,,110,119,22,57,
Brock McGinn,25,CAR,LW,68,7,10,17,-4,17,5,0,2,1,10,0,0,93,7.5,158,897:44,13:12,15,24,38.5,28,80,19,10,
Troy Stecher,25,VAN,D,69,5,12,17,10,32,5,0,0,0,12,0,0,86,5.8,177,1058:59,15:21,0,0,,70,69,16,25,
Alexander Steen,35,STL,C,55,7,10,17,7,12,7,0,0,0,9,1,0,71,9.9,115,772:06,14:02,8,7,53.3,47,26,16,12,
Brandon Sutter,30,VAN,C,44,8,9,17,1,25,7,1,0,0,7,2,0,76,10.5,112,653:23,14:51,185,193,48.9,15,18,15,9,
Alex Tuch,23,VEG,RW,42,8,9,17,-10,8,5,3,0,2,5,4,0,98,8.2,169,614:04,14:37,8,20,28.6,20,58,27,27,
Kyle Clifford,29,2TM,LW,69,7,10,17,-7,68,7,0,0,0,10,0,0,110,6.4,188,772:12,11:11,6,4,60.0,15,133,11,17,
Kyle Clifford,29,LAK,LW,53,6,8,14,-6,45,6,0,0,0,8,0,0,89,6.7,156,619:22,11:41,6,3,66.7,12,90,10,14,
Kyle Clifford,29,TOR,LW,16,1,2,3,-1,23,1,0,0,0,2,0,0,21,4.8,32,152:50,9:33,0,1,0.0,3,43,1,3,
Michael Amadio,23,LAK,C,68,6,10,16,-11,10,6,0,0,0,7,3,0,99,6.1,164,885:24,13:01,233,249,48.3,22,21,31,25,
Blake Comeau,33,DAL,RW,55,8,8,16,-6,36,7,0,1,2,7,0,1,74,10.8,121,821:42,14:56,42,54,43.8,24,107,21,27,
Dillon Dubé,21,CGY,C,45,6,10,16,0,6,5,1,0,2,9,1,0,60,10.0,109,570:37,12:41,0,2,0.0,13,59,17,16,
Justin Faulk,27,STL,D,69,5,11,16,-3,32,4,1,0,1,8,2,1,147,3.4,262,1419:07,20:34,0,0,,76,82,24,39,
Garnet Hathaway,28,WSH,RW,66,9,7,16,6,79,9,0,0,1,6,0,1,80,11.3,139,711:19,10:47,9,20,31.0,46,189,21,16,
Darren Helm,33,DET,C,68,9,7,16,-6,37,8,0,1,0,6,0,1,102,8.8,154,933:52,13:44,15,13,53.6,26,88,24,30,
Ben Hutton,26,LAK,D,65,4,12,16,5,14,4,0,0,1,12,0,0,114,3.5,224,1186:59,18:16,0,0,,76,51,12,41,
Erik Johnson,31,COL,D,59,3,13,16,9,20,3,0,0,1,13,0,0,99,3.0,203,1241:45,21:03,0,0,,115,97,32,27,
David Kämpf,25,CHI,C,70,8,8,16,-11,8,7,0,1,2,8,0,0,90,8.9,140,956:41,13:40,313,285,52.3,26,52,37,17,
Philippe Myers,23,PHI,D,50,4,12,16,17,30,4,0,0,0,12,0,0,78,5.1,178,855:21,17:06,0,0,,44,80,21,32,
Tucker Poolman,26,WPG,D,57,4,12,16,-1,24,3,0,1,1,12,0,0,64,6.3,149,994:33,17:27,0,0,,59,58,14,46,
Colton Sceviour,30,FLA,C,69,6,10,16,2,6,6,0,0,0,10,0,0,114,5.3,171,913:58,13:15,65,82,44.2,72,91,26,35,
Mike Reilly,26,2TM,D,44,1,15,16,-6,24,0,1,0,1,6,8,1,85,1.2,190,792:53,18:01,0,0,,46,39,9,39,
Mike Reilly,26,MTL,D,14,0,4,4,2,6,0,0,0,0,4,0,0,21,0.0,43,195:45,13:59,0,0,,13,12,0,11,
Mike Reilly,26,OTT,D,30,1,11,12,-8,18,0,1,0,1,2,8,1,64,1.6,147,597:08,19:54,0,0,,33,27,9,28,
Alec Martinez,32,2TM,D,51,3,13,16,-4,23,3,0,0,0,9,4,0,75,4.0,176,1096:54,21:30,0,0,,117,43,14,32,
Alec Martinez,32,LAK,D,41,1,7,8,-9,17,1,0,0,0,5,2,0,59,1.7,137,882:11,21:31,0,0,,85,32,6,31,
Alec Martinez,32,VEG,D,10,2,6,8,5,6,2,0,0,0,4,2,0,16,12.5,39,214:43,21:28,0,0,,32,11,8,1,
Nicolas Aubé-Kubel,23,PHI,RW,36,7,8,15,1,19,5,2,0,1,7,1,0,48,14.6,88,406:26,11:17,1,2,33.3,16,82,13,9,
Brian Boyle,35,FLA,C,39,6,9,15,-5,17,5,1,0,1,9,0,0,56,10.7,100,482:38,12:23,197,179,52.4,34,65,16,13,
Drake Caggiula,25,CHI,LW,40,9,6,15,-3,32,8,1,0,0,5,0,1,56,16.1,85,472:37,11:49,4,10,28.6,16,81,19,5,
Ryan Carpenter,29,CHI,C,69,3,12,15,-6,28,2,0,1,0,10,0,2,80,3.8,127,971:04,14:04,263,347,43.1,48,117,30,29,
Michael Del Zotto,29,ANA,D,49,2,13,15,5,14,2,0,0,0,12,1,0,57,3.5,125,916:55,18:43,0,0,,55,101,9,33,
Nic Dowd,29,WSH,C,56,7,8,15,11,28,4,0,3,1,8,0,0,52,13.5,80,606:52,10:50,274,277,49.7,26,117,22,7,
Jonathan Drouin,24,MTL,LW,27,7,8,15,-6,14,6,1,0,1,5,3,0,51,13.7,83,423:56,15:42,4,8,33.3,5,25,12,11,
Pierre Engvall,23,TOR,LW,48,8,7,15,4,6,7,0,1,3,6,0,1,72,11.1,135,572:49,11:56,41,64,39.0,10,29,15,23,
Radko Gudas,29,WSH,D,63,2,13,15,15,40,2,0,0,1,13,0,0,90,2.2,189,1053:56,16:44,0,0,,75,164,23,34,
Henri Jokiharju,20,BUF,D,69,4,11,15,-6,32,3,1,0,0,10,1,0,78,5.1,151,1187:58,17:13,0,0,,63,74,7,30,
Tomáš Nosek,27,VEG,C,67,8,7,15,-2,20,7,0,1,1,7,0,0,93,8.6,154,777:35,11:36,217,216,50.1,38,91,22,16,
Mathieu Perreault,32,WPG,C,49,7,8,15,-9,10,5,2,0,0,8,0,0,71,9.9,119,642:15,13:06,13,6,68.4,19,69,17,11,
Ryan Reaves,33,VEG,RW,71,8,7,15,-5,47,8,0,0,1,7,0,0,61,13.1,99,720:07,10:09,24,28,46.2,24,316,17,7,
Riley Sheahan,28,EDM,C,66,8,7,15,-13,6,7,0,1,1,6,0,1,70,11.4,109,844:20,12:48,409,425,49.0,33,26,36,25,Byng-39
Colton Sissons,26,NSH,C,57,9,6,15,-2,20,8,0,1,2,6,0,0,52,17.3,92,816:52,14:20,283,269,51.3,41,84,14,25,
Troy Terry,22,ANA,C,47,4,11,15,-5,6,4,0,0,0,9,2,0,73,5.5,140,682:22,14:31,3,5,37.5,9,3,31,19,
Marc-Édouard Vlasic,32,SJS,D,70,5,10,15,-10,10,4,0,1,1,10,0,0,74,6.8,200,1420:38,20:18,0,0,,97,37,18,40,Byng-22
Jordan Weal,27,MTL,C,49,8,7,15,-8,14,6,2,0,2,4,3,0,86,9.3,137,667:03,13:37,96,97,49.7,21,32,22,12,
Filip Zadina,20,DET,RW,28,8,7,15,-13,2,4,4,0,1,4,3,0,60,13.3,107,424:51,15:10,1,0,100.0,10,11,12,17,
Nate Thompson,35,2TM,C,70,4,11,15,-1,30,4,0,0,1,10,0,1,67,6.0,115,895:16,12:47,433,354,55.0,50,118,25,33,
Nate Thompson,35,MTL,C,63,4,10,14,-2,21,4,0,0,1,9,0,1,62,6.5,107,806:55,12:48,404,329,55.1,41,103,22,28,
Nate Thompson,35,PHI,C,7,0,1,1,1,9,0,0,0,0,1,0,0,5,0.0,8,88:21,12:37,29,25,53.7,9,15,3,5,
Cody Eakin,28,2TM,C,49,5,10,15,-3,16,5,0,0,1,9,1,0,61,8.2,98,714:15,14:35,311,330,48.5,16,49,23,21,
Cody Eakin,28,VEG,C,41,4,6,10,-9,16,4,0,0,0,5,1,0,53,7.5,87,600:50,14:39,258,286,47.4,14,41,19,18,
Cody Eakin,28,WPG,C,8,1,4,5,6,0,1,0,0,1,4,0,0,8,12.5,11,113:25,14:11,53,44,54.6,2,8,4,3,
Zdeno Chára,42,BOS,D,68,5,9,14,26,60,5,0,0,2,9,0,0,86,5.8,155,1428:44,21:01,0,0,,101,78,26,52,"ASnhl-23,Norris-19"
Casey Cizikas,28,NYI,C,48,10,4,14,12,41,7,0,3,1,2,0,2,67,14.9,114,686:06,14:18,368,320,53.5,39,133,38,28,
Andrew Cogliano,32,DAL,LW,68,3,11,14,2,30,3,0,0,0,11,0,0,68,4.4,105,848:06,12:28,17,20,45.9,31,86,24,20,
Brenden Dillon,29,2TM,D,69,1,13,14,-2,104,1,0,0,0,12,0,1,58,1.7,143,1342:36,19:27,0,0,,74,194,16,26,
Brenden Dillon,29,SJS,D,59,1,13,14,0,83,1,0,0,0,12,0,1,48,2.1,123,1142:12,19:22,0,0,,67,178,12,22,
Brenden Dillon,29,WSH,D,10,0,0,0,-2,21,0,0,0,0,0,0,0,10,0.0,20,200:24,20:02,0,0,,7,16,4,4,
Haydn Fleury,23,CAR,D,45,4,10,14,-2,8,4,0,0,0,9,0,1,65,6.2,150,614:56,13:40,0,0,,45,48,17,26,
Nick Holden,32,VEG,D,61,6,8,14,-1,13,5,1,0,0,7,0,1,101,5.9,204,1150:19,18:51,0,0,,74,129,26,35,
Leo Komarov,33,NYI,C,48,4,10,14,2,10,4,0,0,1,9,0,1,46,8.7,65,604:38,12:36,34,52,39.5,29,123,13,16,
Ryan Lindgren,21,NYR,D,60,1,13,14,16,47,1,0,0,0,13,0,0,47,2.1,92,994:00,16:34,0,0,,70,94,28,25,
Riley Nash,30,CBJ,C,64,5,9,14,6,10,4,0,1,1,9,0,0,64,7.8,94,757:59,11:51,245,267,47.9,36,68,25,10,
Nikolai Prokhorkin,26,LAK,LW,43,4,10,14,-6,6,4,0,0,1,7,3,0,63,6.3,113,519:57,12:06,101,111,47.6,7,38,19,14,
Carson Soucy,25,MIN,D,55,7,7,14,16,18,6,0,1,1,7,0,0,61,11.5,112,859:35,15:38,0,0,,50,69,17,16,
Austin Watson,28,NSH,LW,53,6,8,14,-9,65,6,0,0,1,6,0,2,50,12.0,89,615:52,11:37,6,6,50.0,48,131,18,20,
Andy Greene,37,2TM,D,63,2,12,14,1,16,2,0,0,0,9,1,2,60,3.3,124,1231:25,19:33,0,0,,155,30,16,41,
Andy Greene,37,NJD,D,53,2,9,11,1,14,2,0,0,0,7,0,2,49,4.1,106,1066:01,20:07,0,0,,136,27,12,32,
Andy Greene,37,NYI,D,10,0,3,3,0,2,0,0,0,0,2,1,0,11,0.0,18,165:24,16:32,0,0,,19,3,4,9,
Michael Frolík,31,2TM,LW,57,6,8,14,-12,28,4,0,2,1,7,0,1,70,8.6,135,709:00,12:26,6,15,28.6,22,32,32,28,
Michael Frolík,31,CGY,LW,38,5,5,10,-10,24,4,0,1,1,4,0,1,44,11.4,97,453:16,11:56,1,8,11.1,11,19,26,18,
Michael Frolík,31,BUF,LW,19,1,3,4,-2,4,0,0,1,0,3,0,0,26,3.8,38,255:44,13:28,5,7,41.7,11,13,6,10,
Zach Aston-Reese,25,PIT,C,57,6,7,13,6,28,5,0,1,0,7,0,0,98,6.1,157,822:23,14:26,7,16,30.4,30,136,20,21,Selke-25
Sammy Blais,23,STL,LW,40,6,7,13,-2,20,6,0,0,1,7,0,0,56,10.7,86,503:06,12:35,0,0,,15,155,12,18,
Adam Boqvist,19,CHI,D,41,4,9,13,-3,6,4,0,0,1,7,2,0,50,8.0,107,665:07,16:13,0,0,,43,33,10,26,
Nicolas Deslauriers,28,ANA,LW,59,7,6,13,-1,92,7,0,0,1,6,0,0,64,10.9,116,577:04,9:47,0,0,,32,137,10,10,
Loui Eriksson,34,VAN,LW,49,6,7,13,-2,12,6,0,0,0,7,0,0,59,10.2,85,606:14,12:22,2,0,100.0,15,10,17,8,
Robert Hägg,24,PHI,D,49,3,10,13,14,30,2,1,0,0,10,0,0,38,7.9,98,764:14,15:36,0,0,,79,136,6,31,
Sam Lafferty,24,PIT,C,50,6,7,13,5,23,6,0,0,1,7,0,0,56,10.7,85,481:02,9:37,117,119,49.6,17,95,17,12,
Jordan Martinook,27,CAR,LW,45,2,11,13,-2,22,2,0,0,1,9,0,2,44,4.5,95,506:41,11:16,66,62,51.6,23,72,24,19,
